potencia_data,spindle_entrada_data,timestamp
0.08874404230126647,14.582786381165981,2025-09-30 10:56:59.503845
-0.33450859527978294,14.113732787088416,2025-09-30 10:56:59.503845
-0.2963817406395357,14.463872826478365,2025-09-30 10:56:59.503845
-0.3960691837830041,14.754387444802287,2025-09-30 10:56:59.503845
0.5967412825135853,13.670846789262129,2025-09-30 10:56:59.503845
0.951119095037889,14.724970189654307,2025-09-30 10:56:59.503845
-0.2751392497991961,14.843567443517355,2025-09-30 10:56:59.503845
-0.48246148221781826,14.978286978207217,2025-09-30 10:56:59.503845
-1.3892664680593805,14.63551446768618,2025-09-30 10:56:59.503845
0.7422335896558997,14.94066862120354,2025-09-30 10:56:59.503845
-0.26628370578441335,14.253945911511343,2025-09-30 10:56:59.503845
-0.11997736404423068,14.369897655701555,2025-09-30 10:56:59.503845
-0.5942505269958975,14.231445503566835,2025-09-30 10:56:59.503845
-0.6749641890018202,14.139286573530299,2025-09-30 10:56:59.503845
-0.47503817056125636,14.815113109039979,2025-09-30 10:56:59.503845
-1.0727687533561168,14.966454511629124,2025-09-30 10:56:59.503845
-0.43324596983525265,14.457543416846613,2025-09-30 10:56:59.503845
0.6382634557966842,14.32319546244344,2025-09-30 10:56:59.503845
-1.0094630713394177,14.007079939396204,2025-09-30 10:56:59.503845
1.0080629257136957,14.553670401783902,2025-09-30 10:56:59.503845
-2.467137321202324,13.94331872030355,2025-09-30 10:56:59.503845
0.510758016065532,14.79247257697442,2025-09-30 10:56:59.503845
1.4143315855389347,14.84044031595283,2025-09-30 10:56:59.503845
-1.8396358399405766,13.861059263662012,2025-09-30 10:56:59.503845
-1.8913624828744724,13.918239934047003,2025-09-30 10:56:59.503845
1.7720475915942175,13.652155953176766,2025-09-30 10:56:59.503845
-0.4587740985245814,14.544276464787941,2025-09-30 10:56:59.503845
-0.5069126738472955,14.2494486183461,2025-09-30 10:56:59.503845
0.6414780184544748,14.35819672065618,2025-09-30 10:56:59.503845
-0.7405046158147094,15.229119775192405,2025-09-30 10:56:59.503845
-0.8165725787911462,14.349794087616997,2025-09-30 10:56:59.503845
0.08376740840515556,15.051109207743167,2025-09-30 10:56:59.503845
-0.3251167533241686,15.242428161226108,2025-09-30 10:56:59.503845
0.8033938664809565,14.562820794560587,2025-09-30 10:56:59.503845
-0.14679494211748717,14.480495455798087,2025-09-30 10:56:59.503845
