motor_data,potencia_data,timestamp
0.1799735543448624,0.31928048467820147,2025-09-30 10:56:59.503845
0.1593723873875142,0.13316848177766172,2025-09-30 10:56:59.503845
0.18059770879863934,0.2730971327585109,2025-09-30 10:56:59.503845
0.17458259860151104,0.3690250291085698,2025-09-30 10:56:59.503845
0.1719451696019445,0.3825530239311091,2025-09-30 10:56:59.503845
0.18247128688354813,0.43026866983173806,2025-09-30 10:56:59.503845
0.18135120825117412,0.2366354683812238,2025-09-30 10:56:59.503845
0.20117477931309552,0.36990681432442485,2025-09-30 10:56:59.503845
0.18466107995022105,0.3285162705570194,2025-09-30 10:56:59.503845
0.1740307430235498,0.27504493345379755,2025-09-30 10:56:59.503845
0.18793125645720757,0.3696478622782154,2025-09-30 10:56:59.503845
0.19011273147451782,0.27697347629956326,2025-09-30 10:56:59.503845
0.13938712233706949,0.2615107563598546,2025-09-30 10:56:59.503845
0.18195941171794774,0.2710106333284586,2025-09-30 10:56:59.503845
0.1633789353621479,0.378029011619439,2025-09-30 10:56:59.503845
0.19999600553245983,0.3620652989092602,2025-09-30 10:56:59.503845
0.1737455164847264,0.41377224196025675,2025-09-30 10:56:59.503845
0.1809213826679887,0.3125265954472842,2025-09-30 10:56:59.503845
0.18690599639144206,0.4824663007273246,2025-09-30 10:56:59.503845
0.17552225082977477,0.3142370362598422,2025-09-30 10:56:59.503845
0.18809002278823278,0.2632742456001863,2025-09-30 10:56:59.503845
0.16734526285492557,0.25559235942763314,2025-09-30 10:56:59.503845
0.1789706374047175,0.2945219862188777,2025-09-30 10:56:59.503845
0.17222138507178333,0.14878792972007637,2025-09-30 10:56:59.503845
0.16839325806785652,0.32100403176334497,2025-09-30 10:56:59.503845
0.17564774576482675,0.219926382111621,2025-09-30 10:56:59.503845
0.19156377116707923,0.3666372110985462,2025-09-30 10:56:59.503845
0.17330168059505688,0.36255167633809543,2025-09-30 10:56:59.503845
0.1752704594902678,0.3827027497236749,2025-09-30 10:56:59.503845
0.14798909108207856,0.3590010311262411,2025-09-30 10:56:59.503845
0.19033525420765104,0.23630247457784004,2025-09-30 10:56:59.503845
0.18267616738379183,0.47512302036082654,2025-09-30 10:56:59.503845
0.1803055286917935,0.19007270982527255,2025-09-30 10:56:59.503845
0.1787475442083419,0.4067799283007101,2025-09-30 10:56:59.503845
0.20087714642083862,0.4083661036589694,2025-09-30 10:56:59.503845
0.1994425263258956,0.41670974760629426,2025-09-30 10:56:59.503845
0.17133074304297724,0.3824249814959323,2025-09-30 10:56:59.503845
0.17571588925861786,0.3473300459856323,2025-09-30 10:56:59.503845
0.20232685996800664,0.45167337206239294,2025-09-30 10:56:59.503845
0.16866819420522675,0.31501103930821606,2025-09-30 10:56:59.503845
0.17307639557230378,0.24142505984095006,2025-09-30 10:56:59.503845
0.1669199994187065,0.20429906785538277,2025-09-30 10:56:59.503845
0.18736750061729676,0.2811059304181376,2025-09-30 10:56:59.503845
0.1842155020044927,0.33196524590944065,2025-09-30 10:56:59.503845
0.1643830576241119,0.2932440994222486,2025-09-30 10:56:59.503845
0.18646085705081933,0.407412778649584,2025-09-30 10:56:59.503845
0.16063670667781016,0.3012167828318395,2025-09-30 10:56:59.503845
0.16278155376827225,0.3323464478379746,2025-09-30 10:56:59.503845
0.1765629379357017,0.18487020350851394,2025-09-30 10:56:59.503845
0.165156029131589,0.24195135518129263,2025-09-30 10:56:59.503845
0.17031867752505414,0.24877362261202224,2025-09-30 10:56:59.503845
0.1883701879235921,0.2921236115575736,2025-09-30 10:56:59.503845
0.20151207809156116,0.18810375428347004,2025-09-30 10:56:59.503845
0.18310688138501863,0.3507920256844434,2025-09-30 10:56:59.503845
0.17202704758424048,0.3242851777911543,2025-09-30 10:56:59.503845
0.19841551170055363,0.3017159786474167,2025-09-30 10:56:59.503845
0.18130019291829053,0.3016541715484256,2025-09-30 10:56:59.503845
0.1797539900517916,0.3246119643039827,2025-09-30 10:56:59.503845
0.16978790108109504,0.29226144347704436,2025-09-30 10:56:59.503845
0.1644236560046003,0.31489090674810083,2025-09-30 10:56:59.503845
0.1994221869411519,0.38557098632891085,2025-09-30 10:56:59.503845
0.1928016063752329,0.28224869978316647,2025-09-30 10:56:59.503845
0.20973339608500718,0.16708183863184828,2025-09-30 10:56:59.503845
0.20572226218730372,0.3001366281068383,2025-09-30 10:56:59.503845
0.15939737592302378,0.21902278520571403,2025-09-30 10:56:59.503845
0.15426390758393677,0.16229946932602893,2025-09-30 10:56:59.503845
0.1723942401705634,0.23867337789774046,2025-09-30 10:56:59.503845
0.17176668108271786,0.17334606389050758,2025-09-30 10:56:59.503845
0.1644454266674285,0.3356122221021302,2025-09-30 10:56:59.503845
0.18764967201221247,0.3559146126819747,2025-09-30 10:56:59.503845
0.1934997273894012,0.34639568195348386,2025-09-30 10:56:59.503845
0.20751935408201938,0.4313722031445313,2025-09-30 10:56:59.503845
0.1749028623263341,0.2507240025800239,2025-09-30 10:56:59.503845
0.18378456344380664,0.3404035940377958,2025-09-30 10:56:59.503845
0.20338407318095914,0.30228518676456345,2025-09-30 10:56:59.503845
0.17822021307092847,0.4785352160869311,2025-09-30 10:56:59.503845
0.18283274283614684,0.3256725979690568,2025-09-30 10:56:59.503845
0.18223076172679506,0.34722971753886783,2025-09-30 10:56:59.503845
0.18349503195333078,0.29938502896267066,2025-09-30 10:56:59.503845
