motor_data,potencia_data,timestamp
7.247755977221991,8.456299843474635,2025-09-30 10:56:59.503845
7.699370407780338,8.237798179520523,2025-09-30 10:56:59.503845
7.774477417500655,8.227359004597108,2025-09-30 10:56:59.503845
7.737443083068285,8.249235680697119,2025-09-30 10:56:59.503845
7.24105875500413,8.534969225468748,2025-09-30 10:56:59.503845
7.609209421436549,8.29281852204134,2025-09-30 10:56:59.503845
7.706614425514247,8.229044244144974,2025-09-30 10:56:59.503845
7.576972625417232,8.522405528697307,2025-09-30 10:56:59.503845
7.474637980108086,8.212013999422215,2025-09-30 10:56:59.503845
7.356870183838312,8.509417981594742,2025-09-30 10:56:59.503845
7.583184432389032,8.337261370217178,2025-09-30 10:56:59.503845
7.720619931069468,8.36329858643175,2025-09-30 10:56:59.503845
7.609034615811496,8.63971934330929,2025-09-30 10:56:59.503845
7.693854907558748,8.292737845475187,2025-09-30 10:56:59.503845
7.448653020496978,7.8235725086967545,2025-09-30 10:56:59.503845
7.571782568897984,8.477481625380486,2025-09-30 10:56:59.503845
7.4461685150468835,8.299054294805535,2025-09-30 10:56:59.503845
7.457129008524437,8.140589397004895,2025-09-30 10:56:59.503845
7.559923404431804,8.752458166714145,2025-09-30 10:56:59.503845
7.2788520310155445,8.45222935125515,2025-09-30 10:56:59.503845
7.761257163735054,8.572490525445652,2025-09-30 10:56:59.503845
7.3891192593598864,8.208319276777694,2025-09-30 10:56:59.503845
7.490562006557452,8.320548666959416,2025-09-30 10:56:59.503845
7.512857653064555,8.549500404197795,2025-09-30 10:56:59.503845
7.313577579819082,8.388430098330366,2025-09-30 10:56:59.503845
7.387863659020762,8.523783838261597,2025-09-30 10:56:59.503845
7.500553594374861,8.292001727750913,2025-09-30 10:56:59.503845
7.464851794264554,8.281299603475258,2025-09-30 10:56:59.503845
7.374849455444336,8.595674783424348,2025-09-30 10:56:59.503845
7.5106680536626484,8.63313827947487,2025-09-30 10:56:59.503845
7.5533351278795005,8.36594448698442,2025-09-30 10:56:59.503845
7.757132878537014,8.226415533939235,2025-09-30 10:56:59.503845
7.4179900093603,8.505021835063458,2025-09-30 10:56:59.503845
7.313692104782189,8.22599534045846,2025-09-30 10:56:59.503845
7.305702642865564,8.56395032081744,2025-09-30 10:56:59.503845
7.683641102218633,8.03407542617038,2025-09-30 10:56:59.503845
7.457315426267617,7.986373480614678,2025-09-30 10:56:59.503845
7.268303408186974,7.920146938007149,2025-09-30 10:56:59.503845
7.681431135192532,7.970283536176991,2025-09-30 10:56:59.503845
7.711998685494052,8.282669320439256,2025-09-30 10:56:59.503845
7.44018920608565,8.07270528273425,2025-09-30 10:56:59.503845
7.62612044539548,8.620628680296939,2025-09-30 10:56:59.503845
7.6601603449164575,8.107981995043442,2025-09-30 10:56:59.503845
7.349144347126896,8.662325063654897,2025-09-30 10:56:59.503845
7.514586463764009,8.343879343795644,2025-09-30 10:56:59.503845
7.359316736146106,8.555647000018535,2025-09-30 10:56:59.503845
7.388392100219499,8.219812061707499,2025-09-30 10:56:59.503845
7.788613961883243,8.760296827960076,2025-09-30 10:56:59.503845
7.220858628638669,8.354151193031033,2025-09-30 10:56:59.503845
7.862979333162196,8.618962985065828,2025-09-30 10:56:59.503845
7.2856349543603605,8.411707687697703,2025-09-30 10:56:59.503845
7.647399220422027,8.331880726864282,2025-09-30 10:56:59.503845
7.81239289066221,8.567127367731999,2025-09-30 10:56:59.503845
7.377249663698617,8.446536675814016,2025-09-30 10:56:59.503845
7.207535183347145,8.182700064194343,2025-09-30 10:56:59.503845
7.29175441422557,8.421703218590018,2025-09-30 10:56:59.503845
7.5491436269627386,8.41294436960935,2025-09-30 10:56:59.503845
7.84716030011731,8.3677412467226,2025-09-30 10:56:59.503845
7.516403881698212,8.78355018571706,2025-09-30 10:56:59.503845
7.462779065290446,8.27663534319198,2025-09-30 10:56:59.503845
7.5986309742221,8.369496206090131,2025-09-30 10:56:59.503845
7.68823598003803,8.149335379399846,2025-09-30 10:56:59.503845
7.500078520699724,8.213526717018217,2025-09-30 10:56:59.503845
7.490248033489485,8.587075392570915,2025-09-30 10:56:59.503845
7.542427116985726,8.528970340837423,2025-09-30 10:56:59.503845
7.6083009536389765,8.244584379931661,2025-09-30 10:56:59.503845
7.787338857563493,8.705644589407145,2025-09-30 10:56:59.503845
7.558708452932281,8.425805649931293,2025-09-30 10:56:59.503845
7.526448925059009,8.185945081905732,2025-09-30 10:56:59.503845
7.6896377435429155,8.473736343275892,2025-09-30 10:56:59.503845
7.406381667561006,8.15059913924204,2025-09-30 10:56:59.503845
7.821359824749639,8.163718906986206,2025-09-30 10:56:59.503845
7.624555888761185,8.49174701619826,2025-09-30 10:56:59.503845
7.500692384035626,8.538656870874895,2025-09-30 10:56:59.503845
7.527635873441548,8.231870629949645,2025-09-30 10:56:59.503845
7.643301520804184,8.210894662649272,2025-09-30 10:56:59.503845
7.839853003962139,8.3461599964962,2025-09-30 10:56:59.503845
7.667854406796854,8.47946339388002,2025-09-30 10:56:59.503845
7.797268930870134,8.589105238449553,2025-09-30 10:56:59.503845
7.516105894733022,8.352970660475314,2025-09-30 10:56:59.503845
7.822418515466267,8.505310939112785,2025-09-30 10:56:59.503845
7.301783238303455,8.144792872179334,2025-09-30 10:56:59.503845
7.793747388242477,8.223835935380029,2025-09-30 10:56:59.503845
7.256062133013678,8.58298707074169,2025-09-30 10:56:59.503845
7.824406842228003,8.361223567788713,2025-09-30 10:56:59.503845
7.575532905650225,8.29078123885915,2025-09-30 10:56:59.503845
7.1962415812368095,8.556080027365699,2025-09-30 10:56:59.503845
7.427743379377883,8.32322282572276,2025-09-30 10:56:59.503845
7.612697624708307,8.391867372548091,2025-09-30 10:56:59.503845
7.54496214946544,8.490363681653808,2025-09-30 10:56:59.503845
7.661005671480291,8.55458888552672,2025-09-30 10:56:59.503845
7.549880622402417,8.438511882530635,2025-09-30 10:56:59.503845
7.263134937592334,8.25052042880798,2025-09-30 10:56:59.503845
7.236228627847066,8.126561755682461,2025-09-30 10:56:59.503845
7.411342721696834,8.379205893794248,2025-09-30 10:56:59.503845
7.402561289305945,8.382959428096378,2025-09-30 10:56:59.503845
7.530576023503968,8.263544526637883,2025-09-30 10:56:59.503845
7.426081800118186,8.172474826583338,2025-09-30 10:56:59.503845
7.334369046647221,8.197002695725496,2025-09-30 10:56:59.503845
7.46990124170903,7.800187461955369,2025-09-30 10:56:59.503845
7.55901119757563,8.001813192116007,2025-09-30 10:56:59.503845
7.190710797635038,8.27977777577845,2025-09-30 10:56:59.503845
7.777185662634089,8.229311193066627,2025-09-30 10:56:59.503845
7.372148661128883,8.249680354585408,2025-09-30 10:56:59.503845
7.773813683077643,8.304551663434244,2025-09-30 10:56:59.503845
7.723949341431434,8.22791025343242,2025-09-30 10:56:59.503845
7.5997563400723385,8.131916531224189,2025-09-30 10:56:59.503845
7.600294556281736,8.47759737131002,2025-09-30 10:56:59.503845
7.023207112346734,8.494996117325924,2025-09-30 10:56:59.503845
7.331934948276622,8.325184295132932,2025-09-30 10:56:59.503845
7.712836296607287,8.099293472323614,2025-09-30 10:56:59.503845
7.296657920148023,8.389261143772009,2025-09-30 10:56:59.503845
7.435166161200319,8.250109377109574,2025-09-30 10:56:59.503845
7.643091639326191,8.127035373068551,2025-09-30 10:56:59.503845
7.436103998320229,8.170305263380689,2025-09-30 10:56:59.503845
7.53993083861023,8.501412328413862,2025-09-30 10:56:59.503845
7.228869019702781,8.07810402161314,2025-09-30 10:56:59.503845
7.258960473946311,7.8697918421518755,2025-09-30 10:56:59.503845
7.47379597966846,8.539080322855087,2025-09-30 10:56:59.503845
7.41659812970008,8.169760193495362,2025-09-30 10:56:59.503845
7.433627131648517,8.100979120817378,2025-09-30 10:56:59.503845
7.682833207829381,8.052432447625344,2025-09-30 10:56:59.503845
7.510776882327068,8.429253008843764,2025-09-30 10:56:59.503845
7.509237138660711,8.52553434851662,2025-09-30 10:56:59.503845
7.842773107158306,8.386882173344198,2025-09-30 10:56:59.503845
7.2940470692844235,8.187763599294277,2025-09-30 10:56:59.503845
7.411140677013723,8.288903651414428,2025-09-30 10:56:59.503845
7.534967550678671,8.542241953650505,2025-09-30 10:56:59.503845
7.6105537045635545,8.449124754191233,2025-09-30 10:56:59.503845
7.6733280153279715,8.53564311396877,2025-09-30 10:56:59.503845
7.500981577767671,8.546647137574992,2025-09-30 10:56:59.503845
7.245917911467981,8.152430276823722,2025-09-30 10:56:59.503845
7.651805345143357,8.454496355637591,2025-09-30 10:56:59.503845
7.538911483106475,8.454170116400109,2025-09-30 10:56:59.503845
7.617938435259079,8.482841935716513,2025-09-30 10:56:59.503845
7.577039990915266,8.305966822061107,2025-09-30 10:56:59.503845
7.657879489314877,8.505630974801713,2025-09-30 10:56:59.503845
7.293858720603075,8.529632997793785,2025-09-30 10:56:59.503845
7.273897712815601,8.445017002157906,2025-09-30 10:56:59.503845
7.471178345208182,8.685740540553846,2025-09-30 10:56:59.503845
7.478525938094437,8.521529326861438,2025-09-30 10:56:59.503845
7.638221611304823,8.096493830787624,2025-09-30 10:56:59.503845
7.535027458169405,8.293161868312064,2025-09-30 10:56:59.503845
7.450449265849747,8.277705975930289,2025-09-30 10:56:59.503845
7.512608044278527,8.366443462578415,2025-09-30 10:56:59.503845
7.323250553799609,8.254137629056583,2025-09-30 10:56:59.503845
7.137981055800862,8.397261077430892,2025-09-30 10:56:59.503845
7.523312066835604,8.485628332442689,2025-09-30 10:56:59.503845
7.193479253553519,8.306732830689736,2025-09-30 10:56:59.503845
7.794466304740328,8.306403701037254,2025-09-30 10:56:59.503845
7.574818831334082,8.352569971292443,2025-09-30 10:56:59.503845
7.682110442884857,8.143828703890946,2025-09-30 10:56:59.503845
7.434293332360491,8.413009746378597,2025-09-30 10:56:59.503845
7.297340521018671,8.376655817512923,2025-09-30 10:56:59.503845
7.3849510317605676,8.694353607966908,2025-09-30 10:56:59.503845
7.616749027496724,8.256581268557861,2025-09-30 10:56:59.503845
7.2875807151747045,8.389585077573583,2025-09-30 10:56:59.503845
7.286192009604535,7.988792663133433,2025-09-30 10:56:59.503845
7.671145029017125,8.394254993402386,2025-09-30 10:56:59.503845
7.511665055884632,8.516925491622068,2025-09-30 10:56:59.503845
7.543600712126428,8.442107844697507,2025-09-30 10:56:59.503845
7.247511845019853,8.41301704989747,2025-09-30 10:56:59.503845
7.660955958467939,8.11044362783018,2025-09-30 10:56:59.503845
7.309068200424485,8.290793202531606,2025-09-30 10:56:59.503845
7.415105697580383,8.590906600511836,2025-09-30 10:56:59.503845
7.640427222492495,8.145253761376292,2025-09-30 10:56:59.503845
7.558564404068741,8.271983359674477,2025-09-30 10:56:59.503845
7.752113950868443,8.500219367641032,2025-09-30 10:56:59.503845
7.533366136327902,8.127974571431563,2025-09-30 10:56:59.503845
7.544854915210661,8.396554868188112,2025-09-30 10:56:59.503845
7.534904219434292,8.55517200428356,2025-09-30 10:56:59.503845
7.395286982073184,8.613138209170508,2025-09-30 10:56:59.503845
7.628338088419997,8.053376290091629,2025-09-30 10:56:59.503845
7.450900141047376,8.439633244624478,2025-09-30 10:56:59.503845
7.426574368143752,8.287822197362775,2025-09-30 10:56:59.503845
7.388856553489678,8.398148150999011,2025-09-30 10:56:59.503845
7.489562624774,8.483488987752176,2025-09-30 10:56:59.503845
7.3501560990734225,8.197173708967295,2025-09-30 10:56:59.503845
7.553284016709003,8.60316805043212,2025-09-30 10:56:59.503845
7.478727809676673,8.193685757955183,2025-09-30 10:56:59.503845
7.575644148705285,8.556484122996672,2025-09-30 10:56:59.503845
7.683438408911106,8.154671520610467,2025-09-30 10:56:59.503845
7.5199800881751955,8.25974857532913,2025-09-30 10:56:59.503845
7.403868207610875,8.517839031157871,2025-09-30 10:56:59.503845
7.566403038949302,8.722087275459808,2025-09-30 10:56:59.503845
7.931397426914653,8.00348580573135,2025-09-30 10:56:59.503845
7.595574674085455,8.227871818417848,2025-09-30 10:56:59.503845
7.5129753119790275,8.28803123561452,2025-09-30 10:56:59.503845
7.887996348928326,8.079678607452244,2025-09-30 10:56:59.503845
7.480259886708278,8.456895295564939,2025-09-30 10:56:59.503845
7.536665510537276,8.30870239480894,2025-09-30 10:56:59.503845
7.383719489344241,8.517946505217763,2025-09-30 10:56:59.503845
7.44366061922795,8.244512689173002,2025-09-30 10:56:59.503845
7.545289947030701,8.427882714269288,2025-09-30 10:56:59.503845
7.392436199583034,8.734363930969918,2025-09-30 10:56:59.503845
7.511799766352427,8.15754246400325,2025-09-30 10:56:59.503845
7.3732227196678375,8.427192143517924,2025-09-30 10:56:59.503845
7.610963941786693,8.399064578533018,2025-09-30 10:56:59.503845
7.481867870550613,8.337389880777964,2025-09-30 10:56:59.503845
7.261011903333911,8.292243844187967,2025-09-30 10:56:59.503845
7.488229518113233,8.083574359184706,2025-09-30 10:56:59.503845
7.2599155079451645,8.626973491936475,2025-09-30 10:56:59.503845
7.457790189494187,8.68136809810714,2025-09-30 10:56:59.503845
7.466051512149084,8.16938707507576,2025-09-30 10:56:59.503845
7.319121449851838,8.373922523938743,2025-09-30 10:56:59.503845
7.307358594944314,8.039151711895075,2025-09-30 10:56:59.503845
7.393295402264998,8.354962308024179,2025-09-30 10:56:59.503845
