potencia_data,spindle_entrada_data,spindle_saida_data,timestamp
2.3247986905190077,56.322812730528355,400.5442998404599,2025-09-30 10:56:59.503845
2.2849156944695945,53.5167450817673,399.8867755666774,2025-09-30 10:56:59.503845
2.3455375137060583,52.27832406991043,400.1651198682388,2025-09-30 10:56:59.503845
2.1114931070664307,55.08613051832363,400.3765264845178,2025-09-30 10:56:59.503845
2.3267775402900805,53.215954678949586,399.4676901876916,2025-09-30 10:56:59.503845
2.243638932819684,59.87999248351735,400.3495346330246,2025-09-30 10:56:59.503845
2.3163837357766295,47.342987733199806,399.9824097143696,2025-09-30 10:56:59.503845
2.53126781238133,44.53360254187485,400.28969159734123,2025-09-30 10:56:59.503845
2.351566665596492,51.692433761711655,399.29570860878715,2025-09-30 10:56:59.503845
2.284062209758915,56.17178090321542,398.8369079171916,2025-09-30 10:56:59.503845
2.2241768173197003,55.05362853628525,398.35380504463626,2025-09-30 10:56:59.503845
2.226739221465699,53.88579455453109,399.8987199952521,2025-09-30 10:56:59.503845
2.407714716960857,52.127953643193905,401.78343307065103,2025-09-30 10:56:59.503845
2.2869942448333873,56.324709819889705,399.999677664522,2025-09-30 10:56:59.503845
2.264283641575895,57.934044647081414,399.6619630917294,2025-09-30 10:56:59.503845
2.384441408448767,50.54878450612465,400.3702981794764,2025-09-30 10:56:59.503845
2.237321712689286,49.670961154927255,400.4836588207565,2025-09-30 10:56:59.503845
2.3160099966492123,48.50740347508746,400.39912519981357,2025-09-30 10:56:59.503845
2.183716044821576,54.95659777721308,400.06232564940115,2025-09-30 10:56:59.503845
2.3657535915243684,57.01293615347392,400.69063196061,2025-09-30 10:56:59.503845
2.3625466560056876,57.896766015646094,400.11557941972467,2025-09-30 10:56:59.503845
2.323844345541438,56.85055185071522,400.0628786659857,2025-09-30 10:56:59.503845
2.2549652975702497,51.03324870889743,398.55556403100655,2025-09-30 10:56:59.503845
2.273954489972557,51.71512844551531,399.7191325396286,2025-09-30 10:56:59.503845
2.1446008424905805,54.62232156272229,399.3054129950772,2025-09-30 10:56:59.503845
2.277974011248362,49.70168774713713,399.5096393645819,2025-09-30 10:56:59.503845
2.409960313039193,49.004812287964285,399.7876446990968,2025-09-30 10:56:59.503845
2.3627114681773804,68.0755290641345,401.29215850488896,2025-09-30 10:56:59.503845
2.4205873414122747,53.13676555063401,398.6230292625217,2025-09-30 10:56:59.503845
2.2647304974492983,52.45885593124811,399.42035223312297,2025-09-30 10:56:59.503845
2.41127778597863,48.71210467330083,399.19801507289986,2025-09-30 10:56:59.503845
2.2153027341080636,53.98218540277165,399.50009795768057,2025-09-30 10:56:59.503845
2.384403741090368,50.50341718196256,400.9603126415096,2025-09-30 10:56:59.503845
2.271758952073193,50.601956614907984,401.45698416153607,2025-09-30 10:56:59.503845
2.3312836178563416,56.673127863050816,400.27951993690715,2025-09-30 10:56:59.503845
2.081183952111945,44.38843242763427,401.1660334129768,2025-09-30 10:56:59.503845
2.3001928580936886,59.04919908416135,400.9070434936295,2025-09-30 10:56:59.503845
2.4008897382492083,55.674450406593046,398.50499404924665,2025-09-30 10:56:59.503845
2.3209625054255576,57.230495472712676,399.784825805102,2025-09-30 10:56:59.503845
2.232156743100515,45.29704404495425,398.86629638998375,2025-09-30 10:56:59.503845
2.211970197347147,54.76302187540768,400.5527257573125,2025-09-30 10:56:59.503845
2.347522447552496,59.96648065649785,399.8930460004602,2025-09-30 10:56:59.503845
